school_name,latitude,longitude
P.S. 123 - MANHATTAN,40.819767,-73.944433
P.S. 123 - QUEENS,40.678296,-73.79562
P.S. 123 - QUEENS,40.678296,-73.79562
P.S. 123 - QUEENS,40.678296,-73.79562
P.S. 123 - QUEENS,40.678296,-73.79562
P.S. 124 - MANHATTAN,40.714182,-73.995451
P.S. 124 - QUEENS,40.665058,-73.811701
P.S. 124 - QUEENS,40.665058,-73.811701
P.S. 124 - QUEENS,40.665058,-73.811701
P.S. 124 - QUEENS,40.665058,-73.811701
P.S. 125 - MANHATTAN,40.810431,-73.955809
P.S. 126 - MANHATTAN,40.710729,-73.996631
P.S. 126 - MANHATTAN,40.710729,-73.996631
P.S. 127 - BROOKLYN,40.623762,-74.017799
P.S. 127 - QUEENS,40.764646,-73.871641
P.S. 127 - QUEENS,40.764646,-73.871641
P.S. 128 - BROOKLYN,40.604871,-73.995545
P.S. 129 - MANHATTAN,40.814637,-73.951912
P.S. 129 - QUEENS,40.789254,-73.839836
P.S. 12 - BROOKLYN,40.673073,-73.919594
P.S. @ 1302 EDWARD L GRANT HIGHWAY - BRONX,40.838744,-73.921721
P.S. 130 - BRONX,40.817721,-73.902421
P.S. 130 - MANHATTAN,40.718903,-73.998438
P.S. 130 - QUEENS,40.759517,-73.784029
P.S. 131 - QUEENS,40.716609,-73.794666
P.S. 131 - QUEENS,40.716609,-73.794666
P.S. 132 - MANHATTAN,40.850626,-73.934377
P.S. 132 - MANHATTAN,40.850626,-73.934377
P.S. 132 - MANHATTAN,40.850626,-73.934377
P.S. 132 - QUEENS,40.682114,-73.74992
P.S. 133 - MANHATTAN,40.809672,-73.939872
P.S. 134 - MANHATTAN,40.71457,-73.983724
P.S. 134 - QUEENS,40.70799,-73.755269
P.S. 134 - QUEENS,40.70799,-73.755269
P.S. 135 - QUEENS,40.720154,-73.757367
P.S. 137 - BROOKLYN,40.682458,-73.917088
P.S. 137 - BROOKLYN,40.682458,-73.917088
P.S. 138 - BRONX,40.822665,-73.853366
P.S. 138 - BROOKLYN,40.67438,-73.951443
P.S. 138 - BROOKLYN,40.67438,-73.951443
P.S. 138 - BROOKLYN,40.67438,-73.951443
P.S. 138 - QUEENS,40.659728,-73.735176
P.S. 139 - BROOKLYN,40.641937,-73.965523
P.S. 139 - QUEENS,40.72814,-73.863582
P.S. 13 ANNEX - STATEN ISLAND,40.615517,-74.06755
P.S. 13 - QUEENS,40.737613,-73.86851
P.S. 13 - STATEN ISLAND,40.613216,-74.069889
P.S. @ 140 BEACH 112 STREET - QUEENS,40.57978,-73.833131
P.S. @ 140 BEACH 112 STREET - QUEENS,40.57978,-73.833131
P.S. 140 - BRONX,40.823289,-73.907948
P.S. 140 - MANHATTAN,40.71925,-73.983056
P.S. 140 - MANHATTAN,40.71925,-73.983056
P.S. 140 - QUEENS,40.686798,-73.781247
P.S. 142 - MANHATTAN,40.718383,-73.984452
P.S. 143 - QUEENS,40.755535,-73.856362
P.S. 143 - QUEENS,40.750246,-73.867825
P.S. 144 - QUEENS,40.715281,-73.852412
P.S. 145 - BROOKLYN,40.701621,-73.93241
P.S. 145 - BROOKLYN,40.701621,-73.93241
P.S. 146 - BRONX,40.825025,-73.906143
P.S. 146 - BRONX,40.825025,-73.906143
P.S. 146 - MANHATTAN,40.789295,-73.939262
P.S. 146 - QUEENS,40.659873,-73.835068
P.S. 149 - BROOKLYN,40.668362,-73.894954
P.S. 14 - QUEENS,40.74056,-73.854131
P.S. 14 - QUEENS,40.74056,-73.854131
P.S. 14 - QUEENS,40.74056,-73.854131
P.S. 14 - QUEENS,40.74056,-73.854131
P.S. 150 - BRONX,40.82636,-73.894398
P.S. 150 - QUEENS,40.745537,-73.923776
P.S. 150 - QUEENS,40.745537,-73.923776
P.S. 151 - BROOKLYN,40.693293,-73.90864
P.S. 151 - QUEENS,40.757499,-73.908898
P.S. 151 - QUEENS,40.757499,-73.908898
P.S. 152 - MANHATTAN,40.860412,-73.927936
P.S. 152 - MANHATTAN,40.860412,-73.927936
P.S. 152 - QUEENS,40.753037,-73.900123
P.S. 153 - BRONX,40.872608,-73.833727
P.S. 153 - BRONX,40.872608,-73.833727
P.S. 153 - BROOKLYN,40.601617,-73.959779
P.S. 153 - QUEENS,40.716609,-73.903669
P.S. 154 - BRONX,40.808039,-73.926219
P.S. 154 - QUEENS,40.726769,-73.806894
P.S. 155 - BROOKLYN,40.677415,-73.908734
P.S. 155 - BROOKLYN,40.677415,-73.908734
P.S. 155 - MANHATTAN,40.797302,-73.936365
P.S. 155 - MANHATTAN,40.797302,-73.936365
P.S. 155 - QUEENS,40.67956,-73.8106
P.S. 156 - QUEENS,40.673069,-73.743173
P.S. 156 - QUEENS,40.673069,-73.743173
P.S. 158 - BROOKLYN,40.672579,-73.884803
P.S. 158 - MANHATTAN,40.770419,-73.951135
P.S. 159 - BROOKLYN,40.675766,-73.869469
P.S. 159 - QUEENS,40.76936,-73.783943
P.S. 15 - BRONX,40.85881,-73.909746
P.S. 15 - BRONX,40.85881,-73.909746
P.S. 15 - BROOKLYN,40.677343,-74.011558
P.S. 15 - BROOKLYN,40.677343,-74.011558
P.S. 15 - BROOKLYN,40.677343,-74.011558
P.S. 15 - QUEENS,40.686047,-73.757423
P.S. 160 - BRONX,40.864687,-73.824299
P.S. 160 - BRONX,40.864687,-73.824299
P.S. 160 - QUEENS,40.688103,-73.800415
P.S. 160 - QUEENS,40.688103,-73.800415
P.S. 161 - BROOKLYN,40.666181,-73.949013
P.S. 163 - BROOKLYN,40.606792,-74.00806
P.S. 163 - MANHATTAN,40.794442,-73.969139
P.S. 163 - QUEENS,40.740565,-73.809131
P.S. 164 - BROOKLYN,40.637486,-73.985955
P.S. 164 - QUEENS,40.720924,-73.823362
P.S. 164 - QUEENS,40.720924,-73.823362
P.S. 165 - MANHATTAN,40.802917,-73.965613
P.S. 165 - MANHATTAN,40.802917,-73.965613
P.S. 166 - MANHATTAN,40.788865,-73.971847
P.S. 166 - MANHATTAN,40.788865,-73.971847
P.S. 166 - QUEENS,40.757309,-73.926733
P.S. 169 - BROOKLYN,40.64629,-74.001903
P.S. 169 - QUEENS,40.782248,-73.779063
P.S. 16 - BRONX,40.902205,-73.854829
P.S. 16 - QUEENS,40.748987,-73.86123
P.S. 16 - QUEENS,40.748987,-73.86123
P.S. 171 - MANHATTAN,40.792122,-73.951961
P.S. 171 - QUEENS,40.771336,-73.929086
P.S. 172 - BROOKLYN,40.657914,-74.000652
P.S. 172 - BROOKLYN,40.657914,-74.000652
P.S. 173 - MANHATTAN,40.845469,-73.940468
P.S. 173 - QUEENS,40.734572,-73.795484
P.S. 174 - QUEENS,40.720874,-73.860978
P.S. 174 - QUEENS,40.720874,-73.860978
P.S. 175 - BRONX,40.843873,-73.785219
P.S. 175 - BRONX,40.843873,-73.785219
P.S. 175 HENRY H GARNET - M,40.814422,-73.943664
P.S. 176 - BROOKLYN,40.62457,-74.005314
P.S. 177 - BROOKLYN,40.608604,-73.974847
P.S. 178 - BRONX,40.875894,-73.83386
P.S. 178 - MANHATTAN,40.859243,-73.927792
P.S. 179 - BROOKLYN,40.640463,-73.977642
P.S. 17 - BROOKLYN,40.715351,-73.956716
P.S. 17 - QUEENS,40.768985,-73.922428
P.S. 17 - QUEENS,40.768985,-73.922428
P.S. 180 - BROOKLYN,40.627029,-73.989672
P.S. 181 - QUEENS,40.656126,-73.753207
P.S. 181 - QUEENS,40.656126,-73.753207
PS 182 ANNEX - QUEENS,40.706521,-73.802084
P.S. 182 - BRONX,40.818228,-73.856302
P.S. 183 - MANHATTAN,40.763736,-73.95815
P.S. 183 - MANHATTAN,40.763736,-73.95815
P.S. 183 - QUEENS,40.589508,-73.805361
P.S. 184 - BROOKLYN,40.659966,-73.904901
P.S. 184 - MANHATTAN,40.711549,-73.986542
P.S. 184 - QUEENS,40.778095,-73.800163
P.S. 185 - BROOKLYN,40.623986,-74.033779
P.S. 185 - BROOKLYN,40.623986,-74.033779
P.S. 185 - MANHATTAN,40.798511,-73.949251
P.S. 186 - BROOKLYN,40.611483,-73.994677
P.S. 186 - QUEENS,40.750007,-73.721607
P.S. 187 - MANHATTAN,40.85674,-73.937056
P.S. 187 - MANHATTAN,40.85674,-73.937056
P.S. 188 - BROOKLYN,40.577217,-74.000194
P.S. 188 - BROOKLYN,40.577217,-74.000194
P.S. 188 - BROOKLYN,40.577217,-74.000194
P.S. 188 - MANHATTAN,40.719598,-73.977904
P.S. 188 - MANHATTAN,40.719598,-73.977904
P.S. 189 - BROOKLYN,40.665565,-73.926246
P.S. 189 - MANHATTAN,40.852631,-73.927604
P.S. 18 - BRONX,40.816406,-73.92329
P.S. 18 - QUEENS,40.732112,-73.73246
P.S. 18 - STATEN ISLAND,40.636587,-74.117509
P.S. 191 - QUEENS,40.734318,-73.709137
P.S. 192 - BROOKLYN,40.629303,-73.979995
P.S. 192 - BROOKLYN,40.629303,-73.979995
P.S. 192 - BROOKLYN,40.629303,-73.979995
P.S. 192 - MANHATTAN,40.820953,-73.951145
P.S. 193 - BROOKLYN,40.621507,-73.950473
P.S. 193 - BROOKLYN,40.621507,-73.950473
P.S. 193 - QUEENS,40.792483,-73.809741
P.S. 194 - BROOKLYN,40.596757,-73.933499
P.S. 195/196 - BRONX,40.830499,-73.877704
P.S. 195/196 - BRONX,40.830499,-73.877704
P.S. 195 - BROOKLYN,40.579451,-73.943819
P.S. 195 - QUEENS,40.653006,-73.736395
P.S. 196 - BRONX,40.830499,-73.877704
P.S. 196 - BROOKLYN,40.708723,-73.940002
P.S. 196 - QUEENS,40.722782,-73.837946
P.S. 197 - MANHATTAN,40.813184,-73.937322
P.S. 197 - QUEENS,40.600199,-73.743968
P.S. 198 - MANHATTAN,40.784826,-73.949611
P.S. 199 - BROOKLYN,40.616632,-73.963476
P.S. 19 - MANHATTAN,40.729636,-73.983818
P.S. 19 - MANHATTAN,40.729636,-73.983818
P.S. 19 - QUEENS,40.749108,-73.866362
P.S. 1 - MANHATTAN,40.71276,-73.997489
P.S. 1 - STATEN ISLAND,40.509037,-74.244118
P.S. 200 - BROOKLYN,40.603188,-74.001408
P.S. 201 - QUEENS,40.736653,-73.813346
P.S. 202 - BROOKLYN,40.666417,-73.876563
P.S. 203 - QUEENS,40.754201,-73.760636
P.S. 203 - QUEENS,40.754201,-73.760636
P.S. 205 - BROOKLYN,40.61527,-73.987149
P.S. 206 - BROOKLYN,40.597369,-73.948946
P.S. 206 - MANHATTAN,40.797467,-73.930868
P.S. 206 - QUEENS,40.734272,-73.861556
P.S. @ 2075 WEBSTER AVENUE - BRONX,40.851741,-73.898493
P.S. @ 2075 WEBSTER AVENUE - BRONX,40.851741,-73.898493
P.S. 207 - BROOKLYN,40.613353,-73.930129
P.S. 207 - BROOKLYN,40.613353,-73.930129
P.S. 207 - BROOKLYN,40.613353,-73.930129
P.S. 207 - QUEENS,40.658089,-73.844432
P.S. 208 - BROOKLYN,40.642031,-73.931151
P.S. 209 - BROOKLYN,40.586845,-73.96198
P.S. 209 - QUEENS,40.783608,-73.794654
P.S. 20 - BRONX,40.870002,-73.878875
P.S. 20 - MANHATTAN,40.72154,-73.986648
P.S. 20 - QUEENS,40.758689,-73.824832
P.S. 20 - QUEENS,40.758689,-73.824832
P.S. 20 - QUEENS,40.758689,-73.824832
P.S. 20 - QUEENS,40.758689,-73.824832
P.S. 20 - QUEENS,40.758689,-73.824832
P.S. 211 - BRONX,40.843546,-73.889755
P.S. 212 - BRONX,40.828419,-73.900721
P.S. 213 - BROOKLYN,40.66051,-73.890288
P.S. 213 - QUEENS,40.747747,-73.745747
P.S. 214 - BROOKLYN,40.676513,-73.863151
P.S. 214 - QUEENS,40.770387,-73.828617
P.S. 215 - BROOKLYN,40.602084,-73.970013
P.S. 217 - BROOKLYN,40.63398,-73.966558
P.S. 219 - BROOKLYN,40.659288,-73.922919
P.S. 219 - BROOKLYN,40.65911,-73.920368
P.S. 219 - QUEENS,40.735277,-73.823749
P.S. 219 - QUEENS,40.735277,-73.823749
P.S. 21 - BROOKLYN,40.680724,-73.926597
P.S. 21 - BROOKLYN,40.680724,-73.926597
P.S. 21 - QUEENS,40.774512,-73.819284
P.S. 220 - QUEENS,40.736524,-73.851455
P.S. 220 - QUEENS,40.736524,-73.851455
P.S. 221 - QUEENS,40.759404,-73.731299
P.S. 222 - BROOKLYN,40.613317,-73.938871
P.S. 222 - BROOKLYN,40.613317,-73.938871
P.S. 222 - QUEENS,40.750172,-73.880363
P.S. 223 - QUEENS,40.674541,-73.789417
P.S. 224 - BROOKLYN,40.664075,-73.866092
P.S. 224 - BROOKLYN,40.664075,-73.866092
P.S. 225 - MANHATTAN,40.765359,-73.960059
P.S. 225 - MANHATTAN,40.765359,-73.960059
P.S. 225 - MANHATTAN,40.765359,-73.960059
P.S. 226 - BROOKLYN,40.615252,-73.97635
P.S. 229 - BROOKLYN,40.610963,-74.013376
P.S. 229 - QUEENS,40.734294,-73.897557
P.S. 229 - QUEENS,40.734294,-73.897557
P.S. 22 - QUEENS,40.761249,-73.811808
P.S. 22 - STATEN ISLAND,40.625369,-74.15097
P.S. 230 - BROOKLYN,40.645017,-73.980761
P.S. 232 - QUEENS,40.665909,-73.851216
P.S. @ 2347 MORRIS AVENUE - BRONX,40.859448,-73.901113
P.S. 234 - MANHATTAN,40.716017,-74.011038
P.S. 234 - QUEENS,40.767305,-73.923246
P.S. @ 23-50 WATERS EDGE DRIVE - QUEENS,40.782157,-73.773112
P.S. @ 23-50 WATERS EDGE DRIVE - QUEENS,40.782157,-73.773112
P.S. 235 - BROOKLYN,40.654704,-73.941089
P.S. 235 - BROOKLYN,40.645243,-73.898241
P.S. 235 - BROOKLYN,40.645243,-73.898241
P.S. 236 - BROOKLYN,40.615998,-73.912989
P.S. 236 - BROOKLYN,40.615998,-73.912989
P.S. 236 - BROOKLYN,40.615998,-73.912989
P.S. 239 - QUEENS,40.699149,-73.903799
P.S. 239 - QUEENS,40.699149,-73.903799
P.S. 23 - BROOKLYN,40.69407,-73.94756
P.S. 23 - BROOKLYN,40.69407,-73.94756
P.S. 241 - MANHATTAN,40.801689,-73.954908
P.S. 242 - MANHATTAN,40.8063,-73.948013
P.S. 243 - BROOKLYN,40.676094,-73.935688
P.S. 249 - BROOKLYN,40.64971,-73.966046
P.S. 24 - BRONX,40.887111,-73.913697
P.S. 24 - BRONX,40.887111,-73.913697
P.S. 24 - BROOKLYN,40.652701,-74.004743
P.S. 250 - BROOKLYN,40.707104,-73.945475
P.S. 251 - BROOKLYN,40.632524,-73.924417
P.S. 253 - BROOKLYN,40.580115,-73.962391
P.S. 253 - BROOKLYN,40.580115,-73.962391
P.S. 253 - QUEENS,40.60729,-73.7494
P.S. 254 - BROOKLYN,40.591098,-73.952019
P.S. 25 - BRONX,40.812619,-73.906063
P.S. 261 - BROOKLYN,40.687466,-73.988288
P.S. 262 - BROOKLYN,40.683241,-73.930813
P.S. 264 - BROOKLYN,40.620957,-74.03015
P.S. 268 - BROOKLYN,40.657131,-73.928018
P.S. 268 - QUEENS,40.707537,-73.785626
P.S. 26 - QUEENS,40.736922,-73.77799
P.S. 26 - QUEENS,40.736922,-73.77799
P.S. 26 - QUEENS,40.736922,-73.77799
P.S. 26 - STATEN ISLAND,40.591702,-74.190648
P.S. 272 - BROOKLYN,40.635916,-73.886412
P.S. 273 - BROOKLYN,40.657922,-73.879354
P.S. 273 - QUEENS,40.693606,-73.844631
P.S. 274 - BROOKLYN,40.694921,-73.927931
P.S. 277 - BRONX,40.813517,-73.913402
P.S. 277 - BRONX,40.813517,-73.913402
P.S. 277 - BRONX,40.813517,-73.913402
P.S. 277 - BROOKLYN,40.596145,-73.928793
P.S. 277 - BROOKLYN,40.596145,-73.928793
P.S. 279 - BROOKLYN,40.644203,-73.892264
P.S. 280 - BRONX,40.876299,-73.881532
P.S. @ 280 SENATOR STREET - BROOKLYN,40.637248,-74.025719
P.S. 282 - BROOKLYN,40.67634,-73.977367
P.S. 284 - BROOKLYN,40.667377,-73.908214
P.S. 287 - BROOKLYN,40.697901,-73.98054
P.S. 288 - BROOKLYN,40.574411,-73.99194
P.S. 28 - BRONX,40.848057,-73.903522
P.S. 28 - BRONX,40.848057,-73.903522
P.S. 28 - QUEENS,40.747126,-73.854824
P.S. 28 - QUEENS,40.747126,-73.854824
P.S. 295 - BROOKLYN,40.660976,-73.988297
P.S. 297 - BROOKLYN,40.697781,-73.947809
P.S. 297 - BROOKLYN,40.697781,-73.947809
P.S. 299 - BROOKLYN,40.691077,-73.918152
P.S. 29 - BROOKLYN,40.686959,-73.998053
P.S. 29 - QUEENS,40.778601,-73.843187
P.S. 29 - QUEENS,40.778601,-73.843187
P.S. 29 - STATEN ISLAND,40.613604,-74.115988
P.S. 2 - MANHATTAN,40.713273,-73.991339
P.S. 2 - MANHATTAN,40.713273,-73.991339
P.S. 303 - QUEENS,40.7261,-73.843502
P.S. 304 - BRONX,40.827471,-73.829753
P.S. 305 - QUEENS,40.707121,-73.914998
P.S. 305 - QUEENS,40.707121,-73.914998
P.S. 306 - BRONX,40.851815,-73.91118
P.S. 306 - BRONX,40.851815,-73.91118
P.S. 306 - BROOKLYN,40.655997,-73.886547
P.S. 307 - BROOKLYN,40.701343,-73.982314
P.S. 307 - BROOKLYN,40.701343,-73.982314
P.S. 309 - BROOKLYN,40.688419,-73.924833
P.S. 30 - BRONX,40.80937,-73.917584
P.S. 310 - BRONX,40.872895,-73.905244
P.S. 311 - MANHATTAN,40.866706,-73.923948
P.S. 312 - BROOKLYN,40.621413,-73.908987
P.S. 312 - BROOKLYN,40.622699,-73.910624
P.S. 315 - BRONX,40.873239,-73.899722
P.S. 315 - BROOKLYN,40.632562,-73.954724
P.S. 315 - BROOKLYN,40.632562,-73.954724
P.S. 316 - BROOKLYN,40.6744,-73.960254
P.S. 31 - QUEENS,40.757064,-73.770122
P.S. 31 - STATEN ISLAND,40.641595,-74.085135
P.S. 321 - BROOKLYN,40.67146,-73.977783
P.S. 329 - BROOKLYN,40.574607,-73.996292
P.S. 329 - BROOKLYN,40.574607,-73.996292
P.S. 32 - QUEENS,40.766827,-73.794601
P.S. 32 - QUEENS,40.766827,-73.794601
P.S. 32 - QUEENS,40.766827,-73.794601
P.S. 333 - QUEENS,40.593967,-73.786182
P.S. 333 - QUEENS,40.593967,-73.786182
P.S. 334 - MANHATTAN,40.780822,-73.976855
P.S. 33 - MANHATTAN,40.748977,-73.999531
P.S. 33 - QUEENS,40.727134,-73.735077
P.S. 33 - QUEENS,40.727134,-73.735077
P.S. 345 - BROOKLYN,40.676129,-73.880337
P.S. 346 - BROOKLYN,40.64726,-73.881114
P.S. 346 - BROOKLYN,40.64726,-73.881114
P.S. 346 - BROOKLYN,40.64726,-73.881114
P.S. 34 - MANHATTAN,40.726473,-73.975181
P.S. 35 - QUEENS,40.713759,-73.769439
P.S. 35 - STATEN ISLAND,40.613721,-74.099626
P.S. 360 - BRONX,40.874411,-73.902573
P.S. 361 - MANHATTAN,40.727892,-73.978525
P.S. 363 - MANHATTAN,40.724117,-73.986381
P.S. 36 - BRONX,40.829344,-73.850428
P.S. 36 - QUEENS,40.690828,-73.763907
P.S. 36 - STATEN ISLAND,40.543083,-74.182299
P.S. 36 - STATEN ISLAND,40.544575,-74.181735
P.S. 37 - BRONX,40.880263,-73.910466
P.S. 37 - QUEENS,40.67588,-73.758505
P.S. 37 - QUEENS,40.67588,-73.758505
P.S. 380 - BROOKLYN,40.702427,-73.952985
P.S. 380 - BROOKLYN,40.702427,-73.952985
P.S. 382 - BRONX,40.854872,-73.903458
P.S. 384 - BROOKLYN,40.690353,-73.904803
P.S. @ 3850 REVIEW PLACE - BRONX,40.885217,-73.899487
P.S. 38 - QUEENS,40.671561,-73.734043
P.S. 398 - BROOKLYN,40.663559,-73.926959
P.S. 399 - BROOKLYN,40.648044,-73.951891
P.S. 39 - STATEN ISLAND,40.597653,-74.070052
P.S. 3 - BROOKLYN,40.682663,-73.955338
P.S. 3 - MANHATTAN,40.732593,-74.006466
P.S. 3 - STATEN ISLAND,40.520699,-74.211264
P.S. @ 4074 VICTORY BLVD - STATEN ISLAND,40.592234,-74.189743
P.S. 40 - MANHATTAN,40.735751,-73.981655
P.S. 40 - MANHATTAN,40.735751,-73.981655
P.S. 414 - BROOKLYN,40.709647,-73.95465
P.S. 41 - MANHATTAN,40.735687,-73.999
P.S. 41 - QUEENS,40.769875,-73.770692
P.S. 41 - QUEENS,40.769875,-73.770692
P.S. 42 - MANHATTAN,40.715905,-73.990895
P.S. 42 - QUEENS,40.594538,-73.795304
P.S. 42 - QUEENS,40.594538,-73.795304
P.S. @ 4308 4 AVENUE - BROOKLYN,40.65028,-74.008627
P.S. 43 - BRONX,40.806351,-73.921196
P.S. 43 - BRONX,40.806351,-73.921196
P.S. 43 - BRONX,40.806351,-73.921196
P.S. 43 - BRONX,40.806351,-73.921196
P.S. 43 - QUEENS,40.593834,-73.76174
P.S. 43 - QUEENS,40.593834,-73.76174
P.S. 446 - BROOKLYN,40.660204,-73.913933
P.S. 446 - BROOKLYN,40.660204,-73.913933
P.S. 44 - BRONX,40.842084,-73.891116
P.S. 44 - BROOKLYN,40.686592,-73.940747
P.S. @ 4513 8 AVENUE - BROOKLYN,40.643781,-74.000926
P.S. 452 - MANHATTAN,40.771966,-73.987429
P.S. 452 - MANHATTAN,40.771966,-73.987429
P.S. 45 - BROOKLYN,40.686746,-73.910693
P.S. 45 - QUEENS,40.672727,-73.788164
P.S. @ 46-10 70 STREET - QUEENS,40.739613,-73.894214
P.S. 46 - BRONX,40.867623,-73.890518
P.S. 46 - QUEENS,40.74621,-73.758756
P.S. 46 - STATEN ISLAND,40.59377,-74.08058
P.S. 47 - BRONX,40.832902,-73.866848
P.S. 47 - BRONX,40.832902,-73.866848
P.S. 47 - QUEENS,40.606353,-73.820445
P.S. 48 - BROOKLYN,40.621871,-73.987396
P.S. 48 - MANHATTAN,40.853466,-73.934048
P.S. 49 - BRONX,40.810085,-73.923102
P.S. 4 - BRONX,40.840891,-73.898166
P.S. 4 - STATEN ISLAND,40.552975,-74.194597
P.S. 4 - STATEN ISLAND,40.552975,-74.194597
P.S. 4 - STATEN ISLAND,40.552975,-74.194597
P.S. 503 - BROOKLYN,40.642121,-74.018997
P.S. 503 - BROOKLYN,40.642121,-74.018997
P.S. 51 - MANHATTAN,40.761518,-73.99591
P.S. 51 - QUEENS,40.699015,-73.832356
P.S. 52 - BROOKLYN,40.58792,-73.940532
P.S. 53 - BRONX,40.832866,-73.911418
P.S. 54 - BRONX,40.864527,-73.887829
P.S. 54 - BROOKLYN,40.692741,-73.952981
P.S. 54 - QUEENS,40.70292,-73.824221
P.S. 55 - BRONX,40.836404,-73.905014
P.S. 55 - STATEN ISLAND,40.536639,-74.163815
P.S. 56 - QUEENS,40.69919,-73.835299
P.S. 56 - QUEENS,40.69919,-73.835299
P.S. 56 - QUEENS,40.69919,-73.835299
P.S. 56 - STATEN ISLAND,40.542246,-74.214002
P.S. 57 - MANHATTAN,40.797577,-73.94128
P.S. 57 - STATEN ISLAND,40.611508,-74.083177
P.S. 58 - BRONX,40.846162,-73.899264
P.S. 58 - BROOKLYN,40.680415,-73.994754
P.S. 58 - QUEENS,40.728735,-73.890699
P.S. 59 - BRONX,40.851045,-73.893292
P.S. 59 - BRONX,40.852774,-73.893524
P.S. 59 - MANHATTAN,40.759249,-73.967221
P.S. 5 - BRONX,40.813728,-73.908886
P.S. 5 - BROOKLYN,40.685687,-73.922532
P.S. 5 - STATEN ISLAND,40.530169,-74.187635
P.S. 60 - STATEN ISLAND,40.610073,-74.162129
P.S. 60 - STATEN ISLAND,40.610073,-74.162129
P.S. 61 - BRONX,40.836575,-73.892817
P.S. 62 - BRONX,40.814031,-73.900609
P.S. 62 - BRONX,40.814031,-73.900609
P.S. 62 - QUEENS,40.688577,-73.836162
P.S. 62 - QUEENS,40.688577,-73.836162
P.S. @ 6312 13 AVENUE - BROOKLYN,40.627018,-74.000458
P.S. @ 639 ST ANN'S AVENUE - BRONX,40.816532,-73.911747
P.S. 63 - BRONX,40.830965,-73.902738
P.S. 63 - QUEENS,40.67641,-73.846773
P.S. 63 - QUEENS,40.67641,-73.846773
P.S. 65 - BRONX,40.807335,-73.912731
P.S. 65 - STATEN ISLAND,40.634032,-74.078611
P.S. 66 - BRONX,40.831165,-73.887094
P.S. 67 - BRONX,40.843945,-73.884788
P.S. 67 - BRONX,40.843945,-73.884788
P.S. 67 - BROOKLYN,40.695633,-73.978215
P.S. 69 - BRONX,40.816693,-73.860904
P.S. 69 - BROOKLYN,40.632379,-74.009223
P.S. 69 - QUEENS,40.749266,-73.888817
P.S. 69 - QUEENS,40.749266,-73.888817
P.S. 69 - QUEENS,40.749266,-73.888817
P.S. 6 - BRONX,40.840755,-73.881707
P.S. 6 - BROOKLYN,40.64859,-73.957138
P.S. 6 - BROOKLYN,40.64859,-73.957138
P.S. 6 - MANHATTAN,40.777455,-73.960713
P.S. 6 - STATEN ISLAND,40.510735,-74.231109
P.S. 6 - STATEN ISLAND,40.510735,-74.231109
P.S. 705 - BROOKLYN,40.676774,-73.960058
P.S. 70 - BRONX,40.844253,-73.907616
P.S. 70 - QUEENS,40.762103,-73.914227
P.S. 70 - QUEENS,40.762103,-73.914227
P.S. 71 - BRONX,40.845787,-73.829829
P.S. 71 - QUEENS,40.711203,-73.905286
P.S. 722 (OTC) - STATEN ISLAND,40.620534,-74.077266
P.S. 72 - BRONX,40.822604,-73.818247
P.S. 72 - MANHATTAN,40.791179,-73.947776
P.S. 72 - MANHATTAN,40.791179,-73.947776
P.S. 73 - BRONX,40.832706,-73.926838
P.S. 748 - BROOKLYN,40.607234,-74.007199
P.S. 748 - BROOKLYN,40.607234,-74.007199
P.S. 74 - STATEN ISLAND,40.639087,-74.079922
P.S. 75 - BRONX,40.822719,-73.889435
P.S. 75 - BRONX,40.822719,-73.889435
P.S. 75 - BRONX,40.822719,-73.889435
P.S. 75 - MANHATTAN,40.795157,-73.973292
P.S. 75 - MANHATTAN,40.795157,-73.973292
P.S. @ 763 PRESIDENT STREET - BROOKLYN,40.674465,-73.977497
P.S. 76 - BRONX,40.869593,-73.861282
P.S. 76 - BRONX,40.869593,-73.861282
P.S. 76 - MANHATTAN,40.806768,-73.951061
P.S. 78 - QUEENS,40.744753,-73.957971
P.S. 79 - QUEENS,40.785909,-73.818058
P.S. 7 - MANHATTAN,40.801007,-73.939349
P.S. 7 - QUEENS,40.739115,-73.882487
P.S. 7 - QUEENS,40.739115,-73.882487
P.S. 80 - QUEENS,40.67282,-73.769252
P.S. 80 - QUEENS,40.67282,-73.769252
P.S. 80 - QUEENS,40.67282,-73.769252
P.S. 81 - BRONX,40.903553,-73.905229
P.S. 81 - QUEENS,40.705315,-73.911909
P.S. 83 - BRONX,40.849395,-73.859249
P.S. 83 - MANHATTAN,40.793194,-73.942548
P.S. 84 - BROOKLYN,40.714785,-73.963
P.S. 84 - BROOKLYN,40.714785,-73.963
P.S. 84 - MANHATTAN,40.789526,-73.967574
P.S. 85 ANNEX - QUEENS,40.774348,-73.91471
P.S. 85 - QUEENS,40.772932,-73.914625
P.S. 85 - QUEENS,40.772932,-73.914625
P.S. 861 - STATEN ISLAND,40.620676,-74.164277
P.S. 86 - BRONX,40.869835,-73.89874
P.S. 86 - BROOKLYN,40.700774,-73.91748
P.S. 87 - BRONX,40.895179,-73.846435
P.S. 87 - BRONX,40.895179,-73.846435
P.S. 87 - MANHATTAN,40.781958,-73.977638
P.S. 87 - QUEENS,40.711815,-73.871238
P.S. 88 - BRONX,40.837275,-73.913574
P.S. 88 - BRONX,40.837275,-73.913574
P.S. 88 - QUEENS,40.703779,-73.896374
